cityId,cityName,neighborhoodId,neighborhoodName,area
70,אשדוד,65209648,רובע ד,רובעים
70,אשדוד,65209662,רובע א,רובעים
70,אשדוד,65209663,רובע ב,רובעים
70,אשדוד,65209751,רובע ה,רובעים
70,אשדוד,65209771,רובע י"א,רובעים
70,אשדוד,65209801,רובע ו,רובעים
70,אשדוד,65209802,רובע סיטי,רובעים
70,אשדוד,65209812,רובע ט"ו,רובעים
70,אשדוד,65209814,רובע י"ג,רובעים
70,אשדוד,65209820,רובע מיוחד,רובעים
70,אשדוד,65209828,רובע י,רובעים
70,אשדוד,65209831,רובע י"ב,רובעים
70,אשדוד,65209840,רובע ט,רובעים
70,אשדוד,65209853,רובע ח,רובעים
70,אשדוד,65209858,מרינה,אזור החוף
70,אשדוד,65209868,רובע ז,רובעים
70,אשדוד,65209876,רובע ג,רובעים
70,אשדוד,65209983,רובע י"ז,רובעים
70,אשדוד,65209984,רובע ט"ז,רובעים
70,אשדוד,65210013,הקריה מע"ר,מרכז עסקים
70,אשדוד,65210071,בקמה,מרכז העיר
70,אשדוד,65210072,אזור תעשיה כבדה,אזור תעשיה ומסחר
70,אשדוד,65210073,אזור תעשיה הצפוני,אזור תעשיה ומסחר